,z,CSFHQ50,CSFHQ16,CSFHQ84,CSFHQ05,CSFHQ95,CAGNHQ50,CAGNHQ16,CAGNHQ84,CAGNHQ05,CAGNHQ95,CSMHQ50,CSMHQ16,CSMHQ84,CSMHQ05,CSMHQ95,CSMH_R041_Q50,CSMH_R041_Q16,CSMH_R041_Q84,CSMH_R041_Q05,CSMH_R041_Q95,CSFHERR,CAGNHERR,CSMHERR,CSMH_R041_ERR
126,12.600000000000001,-2.590002281163392,-2.8927770583298793,-2.3222590608318097,-3.0933377980553205,-2.15967257507772,39.27785483322321,38.870990316453025,39.65970187314541,38.55106610743129,39.916687837949866,5.161616199522161,4.774264156294514,5.525884815890507,4.532065087866795,5.747371899116786,5.047842648890074,4.665781066107729,5.408574540915925,4.41126624487895,5.618796144104745,0.2852589987490348,0.39435577834619195,0.37581032979799645,0.37139673740409807
127,12.700000000000001,-2.604912766653311,-2.9121262731818645,-2.3339876012841385,-3.115018953700647,-2.1695263803962472,39.252105567023364,38.83750887565482,39.6393123740799,38.509740423142354,39.89909087083135,5.140148294027945,4.748114189070915,5.509039351879379,4.501018730807911,5.732601659911385,5.025117316774732,4.63916644223985,5.3909457196687205,4.380071984872704,5.602885420114862,0.28906933594886297,0.4009017492125402,0.3804625814042324,0.37588963871443504
128,12.8,-2.619574266909902,-2.93150645436529,-2.345033440261643,-3.1382681985186505,-2.179380520797558,39.225466312864725,38.803127441834626,39.61944352786561,38.47321513513659,39.882095942473896,5.11870512005414,4.721985930035449,5.49221023197288,4.4699638051751425,5.718096197556719,5.002582579359699,4.612949130807647,5.373149223114976,4.350044596168127,5.5867689657329045,0.29323650705182347,0.40815804301549363,0.38511215096871565,0.38010004615366455
129,12.9,-2.6343711096685625,-2.95066932438819,-2.3555217265733637,-3.161572106309931,-2.189019128188111,39.198866480393754,38.769132775813816,39.59850648284144,38.43576407035344,39.865177663759354,5.097286022852746,4.696538967644855,5.475399791903362,4.438894723371853,5.703280762891429,4.980139340954943,4.586476386864665,5.355240451233505,4.320681014533022,5.570505918481986,0.2975737989074132,0.4146868535138104,0.38943041212925333,0.38438203218442
130,13.0,-2.6494371918226873,-2.969998521016528,-2.3665837306885322,-3.1845381433040467,-2.1981723505806063,39.172069032422556,38.73540952311593,39.57751098878274,38.3947765400283,39.848266310574445,5.075893795516199,4.671266511958782,5.458611225975115,4.4078147414169955,5.687851150163585,4.957394791333378,4.559270810344354,5.336941290388525,4.292271258948254,5.554723661398764,0.3017073951639979,0.4210507328334039,0.3936723570081666,0.3888352400220856
131,13.100000000000001,-2.6641723632504357,-2.989218936175731,-2.3777176735986565,-3.2062080343489594,-2.207324537388727,39.14618170270142,38.70156203352754,39.55743407304111,38.35201240906386,39.831858072895876,5.05446949237483,4.645995057757668,5.441514094070193,4.376703937289812,5.671919826149816,4.935267460952883,4.533001711986634,5.31844494214287,4.26388096704008,5.53898288518604,0.3057506312885372,0.4279360197567854,0.39775951815626254,0.3927216150781181
132,13.200000000000001,-2.6791576078400965,-3.0075601503162464,-2.3882706713441237,-3.2292823118521694,-2.2170902606012297,39.11834625067694,38.667371619027904,39.536469496908566,38.311412366930476,39.816582925816355,5.033019508096759,4.620744341342542,5.423990103888654,4.345593678279656,5.6552644322259935,4.913339856422564,4.506753649176345,5.300305184254906,4.23394245648291,5.523282946952463,0.3096447394860613,0.4345489389403312,0.401622881273056,0.39677576753928046
133,13.3,-2.694164613344288,-3.026469908036873,-2.3992175051412326,-3.251065557123989,-2.225833889025429,39.090508530139154,38.63332325606823,39.51497770978556,38.272958947462826,39.80130006494003,5.011739944015142,4.595566679520496,5.407447382446634,4.314472090722175,5.640128390287447,4.891200301323133,4.480526182145813,5.282071340002055,4.203781795954867,5.50762321359962,0.31362620144782016,0.4408272268586657,0.40594035146306906,0.4007725789281209
134,13.4,-2.7093162752980784,-3.045242927992338,-2.410847748072445,-3.2735114372652445,-2.2347651424496546,39.06339830216137,38.59995493519217,39.49425954766361,38.230216492557815,39.78416390641661,4.990471121084475,4.570541379223926,5.390910520291995,4.2833149760008,5.624990015664674,4.869073384943524,4.454270691413964,5.263875486125542,4.173622983170638,5.492003061442735,0.3171975899599466,0.44715230623571856,0.4101845705340348,0.40480239735578927
135,13.5,-2.7242811311420816,-3.0636811200639995,-2.4222894558885804,-3.2970662864393825,-2.2438948108012897,39.03634185220363,38.56582060547703,39.47354184844953,38.18999879613508,39.76640646480557,4.969228434934223,4.545545543199717,5.3743879804002255,4.252158704977375,5.609856059248051,4.847069668655643,4.427667340291671,5.245717057843172,4.143517558140361,5.476421875840424,0.3206958320877096,0.4538606214862497,0.41442121860025427,0.40902485877575057
